Subj_idx,Stimulus,Response,Confidence,RT_dec,DotDiff,Accuracy
1,1,0,7,0.906,43,0
1,1,0,9,0.626,15,0
1,1,1,5,1.253,13,1
1,1,1,8,0.634,2,1
1,1,1,7,0.731,49,1
1,1,1,8,0.567,52,1
1,0,0,7,2.487,33,1
1,0,1,7,0.744,4,0
1,0,1,8,0.504,58,0
1,1,1,8,0.557,21,1
1,0,0,7,0.856,6,1
1,1,1,7,1.233,32,1
1,0,0,7,2.673,51,1
1,0,1,5,2.676,65,0
1,1,1,5,1.199,25,1
1,0,0,7,0.835,59,1
1,1,1,8,0.519,57,1
1,0,1,7,1.245,48,0
1,0,0,7,0.587,61,1
1,0,0,7,1.005,69,1
1,1,0,7,1.454,55,0
1,1,1,7,0.629,9,1
1,0,1,7,0.616,5,0
1,0,1,7,0.645,54,0
1,0,1,7,0.488,45,0
1,1,1,7,0.635,8,1
1,0,0,7,1.479,68,1
1,1,1,5,2.619,10,1
1,0,1,7,0.537,29,0
1,1,1,7,0.504,39,1
1,0,1,7,0.496,7,0
1,1,1,7,1.292,30,1
1,0,0,7,3.431,24,1
1,0,1,8,0.536,11,0
1,0,1,6,0.582,3,0
1,1,1,7,1.188,63,1
1,0,1,8,1.248,40,0
1,1,1,7,0.517,38,1
1,0,0,7,2.263,41,1
1,0,1,7,0.564,37,0
1,1,1,7,0.646,44,1
1,0,0,7,1.595,1,1
1,1,1,7,0.475,35,1
1,1,0,5,0.685,66,0
1,1,1,7,0.463,22,1
1,1,1,7,0.45,16,1
1,1,1,7,0.558,46,1
1,1,1,8,1.251,70,1
1,0,1,7,0.46,19,0
1,0,1,5,2.036,14,0
1,0,1,7,0.583,17,0
1,1,1,7,0.453,23,1
1,0,1,7,0.441,12,0
1,1,1,8,0.739,64,1
1,0,0,5,0.659,50,1
1,0,1,7,0.605,26,0
1,1,1,7,1.747,67,1
1,0,0,7,0.792,62,1
1,1,1,7,0.47,18,1
1,0,1,7,7.28,42,0
1,0,0,7,0.588,47,1
1,0,1,7,0.465,36,0
1,1,1,7,0.836,31,1
1,1,1,9,0.643,53,1
1,0,1,7,1.216,20,0
1,0,1,8,0.926,28,0
1,0,1,7,0.54,56,0
1,1,1,7,1.088,34,1
1,0,0,7,0.623,27,1
1,1,1,7,0.499,60,1
1,0,1,9,0.505,7,0
1,1,1,7,2.055,21,1
1,0,0,7,2.078,70,1
1,1,1,7,1.599,57,1
1,0,1,9,0.52,68,0
1,0,0,7,0.615,59,1
1,0,1,8,0.434,51,0
1,1,1,7,0.904,34,1
1,0,1,7,2.022,13,0
1,1,1,9,1.418,61,1
1,0,1,7,0.437,17,0
1,0,0,8,1.247,23,1
1,1,1,8,0.465,40,1
1,0,1,7,0.69,50,0
1,1,1,7,0.52,26,1
1,1,0,5,0.632,8,0
1,1,1,8,1.172,66,1
1,1,0,7,1.266,14,0
1,1,1,7,0.459,15,1
1,1,1,7,0.405,39,1
1,0,0,7,0.619,35,1
1,0,1,7,1.175,37,0
1,0,1,7,0.501,6,0
1,1,1,7,0.497,38,1
1,0,1,7,1.094,2,0
1,1,1,9,1.819,29,1
1,0,1,8,0.528,55,0
1,0,1,7,2.883,48,0
1,1,1,7,1.148,49,1
1,0,1,7,1.029,53,0
1,1,0,7,1.237,60,0
1,0,0,8,1.263,24,1
1,0,0,9,2.087,54,1
1,0,1,7,0.784,18,0
1,1,1,7,0.532,31,1
1,1,1,7,1.073,42,1
1,0,0,5,0.875,9,1
1,0,1,7,0.943,41,0
1,0,1,7,1.517,32,0
1,1,1,7,0.933,30,1
1,0,1,7,2.342,19,0
1,1,1,8,0.701,46,1
1,0,0,7,0.762,20,1
1,1,1,7,4.175,52,1
1,0,0,7,1.237,56,1
1,1,1,7,1.057,12,1
1,0,0,7,0.761,33,1
1,0,1,7,0.583,67,0
1,0,1,7,0.56,43,0
1,1,1,9,1.854,62,1
1,0,0,9,0.483,65,1
1,1,1,8,0.503,4,1
1,0,0,7,1.033,10,1
1,0,0,8,0.944,45,1
1,1,1,7,0.464,44,1
1,0,0,8,0.597,58,1
1,1,1,7,0.416,25,1
1,1,1,7,0.462,5,1
1,1,0,5,1.139,11,0
1,1,1,8,0.374,63,1
1,1,1,7,0.699,1,1
1,1,1,9,0.477,16,1
1,0,1,7,0.423,28,0
1,0,1,5,1.398,22,0
1,0,1,7,0.594,36,0
1,1,1,7,0.44,3,1
1,0,1,7,1.166,64,0
1,1,1,8,0.64,47,1
1,0,0,9,0.453,69,1
1,0,1,7,0.514,27,0
1,1,1,9,1.474,25,1
1,0,0,8,0.89,15,1
1,1,1,9,0.461,56,1
1,0,0,7,1.408,5,1
1,0,1,7,0.513,36,0
1,0,1,8,0.461,27,0
1,1,0,7,1.146,3,0
1,1,1,7,0.416,22,1
1,0,1,8,0.861,8,0
1,0,0,9,0.637,67,1
1,0,0,7,1.2,66,1
1,1,1,7,1.079,24,1
1,0,0,7,1.028,57,1
1,1,1,8,0.489,47,1
1,0,0,7,0.432,58,1
1,1,1,8,0.438,23,1
1,0,0,8,1.58,62,1
1,1,1,8,0.509,33,1
1,0,0,7,0.587,20,1
1,0,1,7,0.733,9,0
1,0,0,7,0.484,60,1
1,1,1,7,0.703,16,1
1,0,1,7,0.573,32,0
1,1,1,7,1.878,26,1
1,0,0,7,0.467,64,1
1,0,0,7,1.04,18,1
1,1,1,7,0.404,11,1
1,0,0,8,0.809,37,1
1,1,1,7,0.456,19,1
1,1,0,5,0.35,14,0
1,1,1,7,0.488,39,1
1,1,1,10,1.513,69,1
1,1,1,9,1.166,55,1
1,1,1,9,0.713,63,1
1,0,0,9,1.604,41,1
1,0,0,7,0.609,17,1
1,0,0,8,1.447,51,1
1,1,1,8,0.688,53,1
1,0,0,8,0.479,49,1
1,1,1,8,1.203,48,1
1,0,0,7,1.2,65,1
1,0,0,7,0.534,43,1
1,1,1,7,1.291,44,1
1,0,0,7,0.449,50,1
1,1,1,7,1.221,35,1
1,0,0,5,6.325,54,1
1,0,1,7,2.282,34,0
1,0,1,7,0.592,2,0
1,1,1,7,0.414,1,1
1,1,0,7,1.661,13,0
1,0,1,7,0.53,28,0
1,0,0,7,0.435,12,1
1,0,1,7,0.444,42,0
1,1,1,8,0.472,70,1
1,0,0,7,0.695,46,1
1,1,1,8,0.521,52,1
1,0,0,7,0.517,45,1
1,1,0,7,0.524,31,0
1,0,0,7,0.494,10,1
1,1,1,7,0.524,59,1
1,0,0,7,0.719,68,1
1,0,1,5,0.576,29,0
1,0,1,7,0.589,38,0
1,1,1,7,0.84,6,1
1,0,1,7,0.58,7,0
1,1,1,7,0.437,30,1
1,0,0,7,0.512,21,1
1,0,1,7,0.607,61,0
1,1,1,7,0.486,4,1
1,0,1,7,0.382,40,0
2,1,1,8,0.684,51,1
2,0,1,4,1.091,25,0
2,1,1,8,1.014,30,1
2,0,0,10,1.881,10,1
2,1,1,9,0.603,31,1
2,0,1,9,0.534,15,0
2,0,0,6,1.064,1,1
2,0,0,9,0.82,16,1
2,0,0,11,0.547,54,1
2,0,1,7,0.557,4,0
2,0,0,3,7.71,66,1
2,0,1,8,4.795,27,0
2,1,1,9,0.848,18,1
2,1,1,9,1.24,59,1
2,1,1,11,1.261,40,1
2,0,0,9,2.796,67,1
2,1,1,9,3.178,55,1
2,1,1,9,1.503,8,1
2,1,1,11,1.85,47,1
2,1,0,5,1.702,21,0
2,0,1,8,0.597,5,0
2,0,0,11,0.598,48,1
2,1,1,9,18.592,13,1
2,0,0,11,0.791,42,1
2,0,1,5,0.857,22,0
2,1,0,9,0.722,19,0
2,0,0,10,0.498,33,1
2,1,1,11,0.412,63,1
2,0,0,8,1.236,9,1
2,0,1,8,26.035,41,0
2,1,1,9,0.593,38,1
2,0,0,9,0.665,12,1
2,0,0,10,0.85,32,1
2,0,0,10,0.498,64,1
2,1,1,10,0.538,44,1
2,1,1,7,0.787,11,1
2,0,0,9,0.369,43,1
2,1,1,11,0.289,70,1
2,0,0,6,0.57,34,1
2,1,1,10,0.426,7,1
2,0,1,8,0.609,17,0
2,1,1,11,0.376,24,1
2,1,1,11,0.303,3,1
2,0,0,9,0.516,26,1
2,1,1,10,0.335,39,1
2,0,0,6,0.577,14,1
2,1,1,10,0.431,35,1
2,0,1,5,0.409,68,0
2,0,1,8,0.311,53,0
2,0,1,10,0.276,29,0
2,0,0,10,0.474,56,1
2,0,1,9,0.506,37,0
2,0,1,5,0.281,46,0
2,0,0,9,0.569,50,1
2,1,0,5,0.57,6,0
2,1,1,10,0.392,65,1
2,1,0,8,0.401,2,0
2,0,0,7,0.706,61,1
2,1,1,11,0.329,58,1
2,1,1,10,0.313,45,1
2,1,1,11,0.257,49,1
2,1,1,9,0.575,36,1
2,0,0,8,0.506,69,1
2,0,0,5,0.372,20,1
2,1,1,9,0.361,28,1
2,0,0,11,0.418,62,1
2,0,0,7,1.481,23,1
2,1,1,11,0.263,57,1
2,0,0,8,0.642,60,1
2,1,1,11,0.24,52,1
2,0,0,11,0.441,42,1
2,0,1,10,0.384,38,0
2,1,1,11,0.217,63,1
2,0,1,9,0.209,21,0
2,0,0,7,0.525,14,1
2,0,1,8,0.587,8,0
2,1,1,10,0.233,18,1
2,1,1,9,0.313,57,1
2,0,0,9,0.388,62,1
2,1,0,8,0.564,2,0
2,0,1,8,0.539,11,0
2,1,1,9,0.353,9,1
2,0,1,7,0.424,20,0
2,1,1,11,0.201,60,1
2,1,1,10,0.311,26,1
2,0,1,10,0.433,4,0
2,1,1,11,0.282,50,1
2,0,1,4,0.305,15,0
2,1,1,11,0.289,59,1
2,0,0,7,0.417,70,1
2,0,0,7,0.37,35,1
2,0,0,8,0.33,68,1
2,0,0,10,0.401,58,1
2,0,0,6,0.609,6,1
2,0,0,7,0.498,56,1
2,0,1,5,0.658,32,0
2,1,1,11,0.33,61,1
2,1,0,8,0.329,54,0
2,1,1,7,0.33,24,1
2,0,1,5,0.225,27,0
2,1,1,10,0.403,49,1
2,1,1,8,0.487,44,1
2,1,1,10,0.407,52,1
2,1,1,10,0.36,36,1
2,0,0,9,0.618,46,1
2,0,0,8,0.495,13,1
2,1,1,9,0.385,45,1
2,0,1,7,0.474,25,0
2,0,0,7,0.432,7,1
2,1,1,9,0.251,3,1
2,0,0,7,0.545,39,1
2,1,1,9,0.338,66,1
2,0,0,7,0.401,67,1
2,0,1,7,0.427,12,0
2,1,1,10,0.481,41,1
2,0,0,4,13.908,43,1
2,0,1,9,0.491,5,0
2,0,0,8,0.799,22,1
2,1,1,11,0.329,37,1
2,1,1,10,0.337,10,1
2,0,1,6,0.36,23,0
2,1,1,8,1.482,33,1
2,0,0,8,0.425,55,1
2,1,1,9,0.322,19,1
2,0,0,11,0.274,47,1
2,1,1,11,0.335,31,1
2,1,1,11,0.295,28,1
2,0,0,10,0.346,64,1
2,1,1,11,0.249,69,1
2,0,1,7,0.264,1,0
2,1,1,10,0.216,34,1
2,0,0,9,0.519,40,1
2,0,0,11,0.347,53,1
2,0,1,9,0.175,16,0
2,0,0,11,0.313,65,1
2,0,1,10,0.266,17,0
2,0,1,9,0.275,51,0
2,0,1,8,0.335,30,0
2,1,1,9,0.271,29,1
2,1,1,11,0.248,48,1
2,1,1,10,0.216,39,1
2,0,0,10,0.528,69,1
2,1,1,9,0.32,17,1
2,1,1,11,0.28,6,1
2,1,1,10,0.233,19,1
2,1,1,11,0.304,48,1
2,0,0,11,0.28,65,1
2,0,0,11,0.265,63,1
2,1,1,9,0.288,44,1
2,0,1,7,0.305,25,0
2,0,0,11,0.208,55,1
2,1,1,10,0.275,18,1
2,0,0,9,0.249,53,1
2,1,1,9,0.313,31,1
2,0,0,6,0.505,37,1
2,0,1,4,0.296,20,0
2,1,0,5,0.608,2,0
2,0,1,8,0.358,3,0
2,0,0,8,0.257,54,1
2,0,1,7,0.43,15,0
2,1,1,11,0.263,41,1
2,1,1,7,0.248,14,1
2,0,1,9,0.383,42,0
2,1,1,10,1.936,35,1
2,0,1,8,0.489,59,0
2,1,1,9,0.311,50,1
2,0,0,6,0.496,21,1
2,1,0,9,0.433,23,0
2,1,1,10,0.292,36,1
2,0,1,4,0.328,67,0
2,1,1,9,0.427,30,1
2,0,0,8,0.379,62,1
2,1,1,9,0.656,10,1
2,0,0,8,0.36,64,1
2,0,1,11,0.289,26,0
2,0,0,5,0.493,29,1
2,0,0,6,0.4,13,1
2,0,1,7,0.272,34,0
2,0,1,7,0.312,1,0
2,0,1,6,0.399,8,0
2,1,1,10,0.312,49,1
2,1,1,9,0.263,7,1
2,1,0,4,0.376,27,0
2,0,0,10,0.478,33,1
2,1,1,9,0.304,24,1
2,1,1,9,0.238,22,1
2,1,0,3,0.647,16,0
2,1,1,9,0.261,45,1
2,0,0,6,0.584,32,1
2,0,1,7,0.412,11,0
2,1,1,11,0.191,60,1
2,0,0,10,0.312,68,1
2,0,1,7,0.315,40,0
2,1,1,9,0.262,28,1
2,0,0,10,0.217,70,1
2,1,1,11,0.328,38,1
2,0,0,7,0.704,12,1
2,0,1,7,0.218,4,0
2,1,1,7,0.433,57,1
2,0,0,8,0.456,58,1
2,0,0,9,0.271,56,1
2,0,0,6,0.36,5,1
2,1,0,7,0.405,9,0
2,1,1,11,0.313,52,1
2,0,0,9,0.295,66,1
2,1,1,11,0.384,47,1
2,0,0,7,0.296,46,1
2,1,1,9,0.449,61,1
2,0,0,6,0.504,51,1
2,1,1,9,0.568,43,1
3,0,1,5,1.031,45,0
3,0,1,5,2.221,24,0
3,1,1,7,0.639,21,1
3,1,0,9,0.516,23,0
3,1,1,7,0.675,58,1
3,0,0,7,0.764,20,1
3,1,0,5,0.858,15,0
3,0,0,9,0.573,55,1
3,1,1,7,0.698,22,1
3,1,1,5,0.843,37,1
3,0,0,10,1.263,64,1
3,1,1,10,0.963,65,1
3,0,0,9,0.923,70,1
3,0,1,7,0.766,25,0
3,1,0,9,0.998,26,0
3,1,1,5,2.088,19,1
3,0,0,7,0.784,41,1
3,1,1,7,0.589,3,1
3,1,1,5,0.756,2,1
3,0,0,8,0.612,28,1
3,1,1,7,0.539,44,1
3,0,0,10,0.567,67,1
3,1,0,10,0.481,5,0
3,0,0,11,0.652,50,1
3,0,0,7,0.685,13,1
3,1,1,8,0.999,38,1
3,0,0,8,0.734,40,1
3,0,0,8,0.466,52,1
3,0,0,9,0.46,69,1
3,0,0,5,1.049,12,1
3,0,0,11,0.459,39,1
3,1,1,5,0.951,34,1
3,1,0,8,0.449,29,0
3,1,1,6,1.694,35,1
3,1,1,7,0.64,48,1
3,1,1,7,0.614,46,1
3,0,0,5,0.775,18,1
3,0,1,5,0.78,27,0
3,1,1,4,0.657,31,1
3,0,0,8,0.607,49,1
3,1,1,6,0.803,68,1
3,1,1,7,0.883,60,1
3,0,0,8,0.449,6,1
3,0,1,7,0.641,10,0
3,1,1,6,0.838,17,1
3,1,1,5,0.8,1,1
3,1,1,8,0.581,61,1
3,0,0,9,0.642,33,1
3,1,1,9,0.45,59,1
3,0,0,10,0.509,66,1
3,1,1,7,0.676,16,1
3,1,1,8,0.686,8,1
3,0,0,6,0.545,47,1
3,1,1,10,0.388,7,1
3,0,0,10,0.397,9,1
3,0,1,6,0.569,4,0
3,1,1,7,0.467,43,1
3,1,1,5,0.81,54,1
3,0,0,7,0.268,36,1
3,1,1,9,0.438,62,1
3,1,1,8,0.615,56,1
3,0,0,7,0.658,51,1
3,1,0,7,0.575,11,0
3,0,0,8,0.409,14,1
3,1,0,7,2.165,42,0
3,0,0,10,0.567,57,1
3,0,0,10,0.572,53,1
3,1,1,5,0.614,30,1
3,0,0,9,0.499,32,1
3,0,0,6,2.049,63,1
3,0,0,7,0.887,64,1
3,0,1,5,0.957,42,0
3,0,1,4,0.859,17,0
3,1,1,4,1.027,39,1
3,1,1,9,0.568,67,1
3,1,1,10,0.504,56,1
3,1,1,9,0.744,11,1
3,1,1,6,1.197,14,1
3,0,1,5,0.999,49,0
3,0,1,5,3.24,44,0
3,1,1,8,0.518,8,1
3,0,1,5,1.097,31,0
3,1,1,9,0.403,48,1
3,1,1,10,0.406,66,1
3,0,0,7,0.57,22,1
3,0,0,8,0.454,18,1
3,1,1,7,0.393,28,1
3,1,1,9,0.766,43,1
3,1,0,5,1.416,29,0
3,0,0,10,0.359,36,1
3,1,1,5,0.869,27,1
3,0,0,6,0.928,6,1
3,1,0,7,1.186,19,0
3,1,1,5,0.731,51,1
3,0,0,8,0.46,26,1
3,1,0,8,0.503,3,0
3,0,0,9,0.471,47,1
3,0,1,5,0.723,33,0
3,1,0,6,0.596,25,0
3,1,1,7,0.516,24,1
3,0,0,9,0.559,59,1
3,1,1,8,0.57,34,1
3,1,1,10,0.412,50,1
3,0,0,10,0.443,2,1
3,1,1,7,0.356,41,1
3,0,0,11,0.456,35,1
3,1,1,9,0.501,68,1
3,0,0,11,0.424,40,1
3,0,0,8,0.476,52,1
3,1,0,7,0.492,13,0
3,0,0,10,0.348,60,1
3,0,0,9,0.372,58,1
3,0,0,7,0.625,23,1
3,0,1,5,0.611,9,0
3,0,0,10,0.377,70,1
3,1,1,11,0.369,62,1
3,1,1,11,0.3,57,1
3,1,1,7,0.872,37,1
3,1,1,11,0.386,61,1
3,1,1,7,0.867,63,1
3,0,0,10,0.516,4,1
3,0,0,7,1.945,54,1
3,1,1,7,0.397,30,1
3,0,0,10,0.341,32,1
3,1,0,7,0.52,7,0
3,1,1,7,0.447,10,1
3,0,0,10,0.355,55,1
3,0,1,5,0.548,38,0
3,1,1,5,0.706,20,1
3,1,1,7,0.485,16,1
3,1,1,5,0.514,53,1
3,0,0,10,0.619,15,1
3,1,1,7,0.672,21,1
3,0,0,10,0.439,1,1
3,1,1,10,0.383,69,1
3,1,1,11,0.319,65,1
3,0,0,10,0.335,12,1
3,1,1,7,0.624,45,1
3,0,0,9,0.391,46,1
3,0,1,7,0.418,5,0
3,1,1,9,0.409,20,1
3,1,1,9,0.324,53,1
3,0,0,11,0.256,44,1
3,1,0,7,0.647,5,0
3,1,1,6,0.599,27,1
3,0,0,9,0.493,31,1
3,1,0,7,0.48,2,0
3,0,0,7,0.396,29,1
3,1,1,11,0.312,63,1
3,0,0,10,0.422,13,1
3,0,0,10,0.436,42,1
3,1,1,7,0.407,56,1
3,0,0,7,0.429,59,1
3,0,0,7,0.57,34,1
3,0,0,6,0.547,47,1
3,0,1,5,0.646,23,0
3,0,0,7,0.307,48,1
3,1,1,7,0.329,12,1
3,1,1,8,0.361,51,1
3,1,1,9,0.342,49,1
3,1,0,4,0.63,46,0
3,1,0,4,1.855,22,0
3,0,0,7,0.445,45,1
3,0,0,9,0.443,33,1
3,1,1,7,0.578,18,1
3,0,0,4,1.405,52,1
3,1,1,7,0.496,39,1
3,1,1,7,0.539,24,1
3,0,0,5,0.524,17,1
3,0,0,9,0.323,69,1
3,1,1,8,0.407,7,1
3,1,1,8,0.416,41,1
3,1,1,8,0.327,67,1
3,0,0,7,0.413,19,1
3,1,1,11,0.299,62,1
3,0,0,11,0.329,32,1
3,1,1,10,0.406,40,1
3,1,1,9,0.402,65,1
3,0,1,7,0.483,4,0
3,1,0,7,1.455,9,0
3,0,0,4,1.018,6,1
3,0,0,5,0.812,26,1
3,1,1,5,0.794,37,1
3,1,0,4,0.784,28,0
3,0,0,9,0.399,57,1
3,1,0,7,0.639,10,0
3,1,0,6,0.442,11,0
3,0,0,7,0.32,30,1
3,1,1,7,0.491,16,1
3,0,0,8,0.338,54,1
3,1,1,7,0.395,60,1
3,0,0,8,0.392,66,1
3,0,1,5,0.389,43,0
3,1,0,7,0.673,25,0
3,0,0,5,0.791,58,1
3,0,0,10,0.405,64,1
3,0,1,7,0.401,3,0
3,0,1,5,0.457,15,0
3,0,0,4,0.437,35,1
3,1,1,9,0.372,8,1
3,1,0,5,1.687,50,0
3,1,1,10,0.433,68,1
3,1,1,5,0.807,1,1
3,1,1,10,0.348,70,1
3,0,0,4,0.798,55,1
3,0,0,5,0.567,38,1
3,1,1,5,0.755,14,1
3,0,0,7,0.633,61,1
3,1,1,5,2.123,21,1
3,1,1,7,0.41,36,1
4,0,0,9,1.744,48,1
4,0,1,7,1.149,41,0
4,0,0,7,2.898,70,1
4,1,1,8,1.074,50,1
4,1,1,6,2.155,1,1
4,1,1,7,1.532,27,1
4,1,0,7,1.657,52,0
4,1,1,8,0.76,23,1
4,0,1,7,0.697,10,0
4,1,0,8,0.687,4,0
4,0,1,6,0.752,7,0
4,0,0,7,0.474,35,1
4,0,1,7,0.511,62,0
4,1,1,9,0.447,40,1
4,0,1,7,0.725,20,0
4,0,0,7,0.479,42,1
4,0,1,6,0.396,68,0
4,0,0,5,0.742,3,1
4,0,1,5,0.552,60,0
4,1,1,5,0.575,18,1
4,0,0,6,0.457,36,1
4,0,1,7,0.61,13,0
4,0,1,6,0.599,38,0
4,1,0,6,1.051,63,0
4,1,1,7,0.603,14,1
4,1,1,6,0.617,9,1
4,1,0,5,0.45,30,0
4,0,1,7,0.733,8,0
4,1,1,6,0.654,31,1
4,0,0,5,0.494,19,1
4,1,1,7,0.552,15,1
4,1,1,6,0.435,44,1
4,1,1,6,0.603,6,1
4,1,1,9,0.532,61,1
4,1,1,8,0.457,53,1
4,0,0,5,0.531,47,1
4,1,1,6,0.432,29,1
4,1,1,6,0.29,26,1
4,0,0,6,0.465,43,1
4,1,1,7,0.442,32,1
4,1,1,6,0.542,12,1
4,1,0,5,0.517,28,0
4,0,0,7,0.413,2,1
4,0,1,5,0.598,24,0
4,0,0,6,0.727,5,1
4,1,1,7,0.614,39,1
4,1,1,7,0.398,66,1
4,1,1,7,0.598,22,1
4,1,1,8,0.287,69,1
4,1,1,6,1.077,46,1
4,0,0,6,0.591,49,1
4,1,1,6,0.445,34,1
4,0,0,6,0.506,56,1
4,0,1,5,0.584,37,0
4,0,0,5,0.434,54,1
4,1,1,7,0.391,67,1
4,0,1,6,0.556,16,0
4,0,0,6,0.373,65,1
4,0,0,6,0.401,55,1
4,0,1,4,0.574,45,0
4,0,0,4,0.42,25,1
4,1,1,7,0.441,51,1
4,0,0,5,0.621,33,1
4,0,0,5,0.465,59,1
4,0,1,6,0.681,11,0
4,1,1,7,0.369,57,1
4,1,1,6,0.467,64,1
4,1,0,6,0.429,17,0
4,1,1,3,0.322,21,1
4,0,0,4,0.346,58,1
4,1,1,7,0.506,56,1
4,0,0,5,0.379,63,1
4,1,1,9,0.263,69,1
4,1,0,6,0.46,33,0
4,1,1,4,0.314,11,1
4,1,1,6,0.561,27,1
4,1,1,6,0.453,9,1
4,0,0,5,0.281,30,1
4,1,1,6,0.575,44,1
4,1,0,5,0.474,47,0
4,0,1,5,0.646,57,0
4,1,1,6,0.396,70,1
4,1,0,6,0.405,5,0
4,1,1,5,0.604,21,1
4,0,0,7,0.47,10,1
4,0,1,4,0.615,23,0
4,0,0,6,0.397,26,1
4,1,1,6,0.616,16,1
4,1,1,5,0.522,65,1
4,1,1,6,0.557,51,1
4,1,1,6,0.458,34,1
4,1,1,9,0.333,18,1
4,0,1,7,0.45,60,0
4,1,1,7,0.34,31,1
4,0,1,6,0.529,12,0
4,0,0,6,0.4,42,1
4,0,1,5,0.378,41,0
4,1,1,5,0.49,55,1
4,0,0,6,0.4,54,1
4,0,1,7,0.348,59,0
4,0,1,7,0.376,8,0
4,0,1,5,0.319,36,0
4,0,1,7,0.353,46,0
4,1,1,6,0.335,35,1
4,0,1,6,0.277,22,0
4,0,0,7,0.503,64,1
4,0,1,8,0.253,32,0
4,1,1,6,0.559,58,1
4,1,1,6,0.352,62,1
4,1,1,6,0.242,17,1
4,1,1,7,0.263,29,1
4,0,1,6,0.4,45,0
4,1,0,6,1.374,66,0
4,0,0,5,0.396,6,1
4,1,1,6,0.54,49,1
4,1,1,8,0.272,25,1
4,1,0,4,0.552,20,0
4,1,0,6,0.421,4,0
4,1,1,5,0.308,7,1
4,0,0,5,0.288,24,1
4,1,1,7,0.214,53,1
4,1,1,7,0.291,67,1
4,0,0,5,0.498,43,1
4,1,1,9,0.285,39,1
4,1,1,9,0.321,19,1
4,1,1,9,0.205,15,1
4,0,0,6,0.51,37,1
4,0,1,5,0.5,28,0
4,0,1,7,0.367,2,0
4,1,0,5,0.484,14,0
4,1,1,6,0.431,48,1
4,1,1,6,0.551,40,1
4,1,1,6,1.24,38,1
4,1,1,6,0.519,52,1
4,0,1,7,0.279,1,0
4,1,1,9,0.264,61,1
4,0,1,6,0.393,13,0
4,0,1,5,0.546,50,0
4,0,0,7,0.508,68,1
4,1,1,9,0.465,3,1
4,0,0,6,0.576,28,1
4,0,1,6,0.46,8,0
4,0,0,6,0.475,45,1
4,0,0,6,0.423,55,1
4,0,0,6,0.384,24,1
4,1,1,6,0.435,61,1
4,0,0,5,0.287,32,1
4,0,0,4,0.527,36,1
4,0,0,4,0.548,5,1
4,1,1,9,0.342,66,1
4,1,1,7,0.364,54,1
4,1,1,7,0.472,30,1
4,1,1,7,0.29,37,1
4,0,1,6,0.259,16,0
4,1,0,5,0.44,3,0
4,0,0,6,0.371,62,1
4,1,1,7,0.338,48,1
4,1,1,7,0.26,38,1
4,1,1,9,0.376,44,1
4,1,0,4,0.495,1,0
4,1,1,5,0.307,22,1
4,0,0,5,0.269,53,1
4,1,1,6,0.276,15,1
4,1,1,6,0.249,35,1
4,0,0,7,0.365,47,1
4,1,1,4,0.333,4,1
4,1,0,3,0.648,2,0
4,1,1,6,0.376,65,1
4,0,0,6,0.517,64,1
4,0,0,5,0.535,23,1
4,0,1,5,0.823,26,0
4,1,1,6,0.459,9,1
4,1,1,6,0.386,43,1
4,1,1,7,0.356,58,1
4,1,1,9,0.386,69,1
4,1,1,8,0.306,21,1
4,0,0,6,0.474,68,1
4,1,1,6,0.347,25,1
4,0,0,6,0.389,67,1
4,0,1,7,0.281,46,0
4,0,0,6,0.414,60,1
4,1,1,8,0.336,70,1
4,0,1,6,0.493,42,0
4,0,0,5,0.65,29,1
4,0,1,6,0.365,10,0
4,0,0,6,0.373,39,1
4,0,1,6,0.422,13,0
4,1,1,6,0.861,14,1
4,0,0,5,0.608,51,1
4,0,0,5,0.477,31,1
4,0,1,6,0.499,11,0
4,1,1,6,0.407,34,1
4,1,1,7,0.265,33,1
4,1,0,5,0.597,12,0
4,1,1,6,0.425,17,1
4,0,0,5,0.416,19,1
4,1,1,7,0.279,7,1
4,0,0,3,0.919,6,1
4,1,1,5,0.606,18,1
4,1,1,9,0.376,52,1
4,1,1,7,0.347,57,1
4,1,1,6,0.49,40,1
4,1,1,7,0.356,49,1
4,0,0,6,0.498,20,1
4,1,1,7,0.456,41,1
4,1,1,6,0.337,56,1
4,0,0,7,0.385,59,1
4,1,1,9,0.301,63,1
4,1,1,7,0.369,27,1
4,1,1,7,0.314,50,1
5,0,0,10,0.529,30,1
5,1,0,7,0.811,22,0
5,1,0,7,0.772,17,0
5,1,0,7,0.98,5,0
5,0,0,7,2.261,58,1
5,1,1,7,0.836,62,1
5,1,0,7,0.629,14,0
5,0,1,7,1.142,8,0
5,0,0,5,0.95,3,1
5,0,0,7,0.785,39,1
5,0,0,7,1.379,47,1
5,1,0,7,0.8,27,0
5,0,0,7,0.613,18,1
5,0,1,5,1.749,21,0
5,1,0,7,0.587,43,0
5,0,0,8,0.584,70,1
5,0,0,9,0.651,33,1
5,1,1,9,0.693,66,1
5,1,0,4,2.125,26,0
5,0,0,8,0.603,31,1
5,0,0,11,0.493,57,1
5,1,1,9,1.509,15,1
5,0,0,11,0.718,36,1
5,1,0,7,1.113,53,0
5,0,0,9,0.655,10,1
5,0,0,7,0.671,48,1
5,1,0,6,1.319,2,0
5,0,0,5,1.81,23,1
5,1,0,7,1.321,1,0
5,0,0,11,0.633,25,1
5,1,0,7,1.527,34,0
5,1,0,7,1.49,63,0
